"cost drivers license","Fee_Info"
"check on registration costs","Fee_Info"
"how much is an ID","Fee_Info"
"how much does a drivers license cost","Fee_Info"
"Cost for title","Fee_Info"
"yes hello","Chitchat_Hello"
"hi","Chitchat_Hello"
"hello yeah","Chitchat_Hello"
"Hello","Chitchat_Hello"
"need to get a receipt for a title and registration","Request_Receipt"
"i need a copy of my receipt","Request_Receipt"
"copy of receipt","Request_Receipt"
"receipt for payments","Request_Receipt"
"talk to a person","General_Request_Agent"
"i want an agent","General_Request_Agent"
"customer service","General_Request_Agent"
"can I talk to a real person","General_Request_Agent"
"can i speak to a person","General_Request_Agent"
"Change my name","Name_Change"
"i got married and my name changed","Name_Change"
"change my last name","Name_Change"
"Change name","Name_Change"
"change name on id","Name_Change"
"New last name","Name_Change"
"I would like to know if I could walk in and get my picture for my license","Walk_In"
"do i need an appointment for my test","Walk_In"
"Taking walk in","Walk_In"
"Is an appointment required","Walk_In"
"walk in appointment","Walk_In"
"do i have to have an appointment?","Walk_In"
"sold my motorcycle","Report_Sold_Vehicle"
"sold vehicle","Report_Sold_Vehicle"
"Gave my car to someone","Report_Sold_Vehicle"
"i sold a car","Report_Sold_Vehicle"
"i sold a vehicle","Report_Sold_Vehicle"
"report a sold vehicle","Report_Sold_Vehicle"
"I need a disabled permit","Vehicle_Permit"
"Replace handicap sticker","Vehicle_Permit"
"Parking placard","Vehicle_Permit"
"Replace my program parking permit","Vehicle_Permit"
"Need temporary disabled permit","Vehicle_Permit"
"report a stolen car","Report_Stolen_Vehicle"
"i need to report a stolen car","Report_Stolen_Vehicle"
"license plate stolen off vehicle","Report_Stolen_Plates_Registration"
"my plates were stolen","Report_Stolen_Plates_Registration"
"my registration was stolen","Report_Stolen_Plates_Registration"
"i got double charged for my new ID","Refund_Overcharge"
"i was double charged on my drivers license renewal","Refund_Overcharge"
"i'd like a refund","Refund_Overcharge"
"have a question regarded to a refund","Refund_Overcharge"
"great, thanks","Chitchat_Thanks"
"ok thank you","Chitchat_Thanks"
"my id was stolen","Report_Stolen_License_Permit_ID"
"my permit was stolen","Report_Stolen_License_Permit_ID"
"wallet was stolen","Report_Stolen_License_Permit_ID"
"my drivers license was stolen","Report_Stolen_License_Permit_ID"
"stolen real id","Report_Stolen_License_Permit_ID"
"this is not helpful","General_Negative_Feedback"
"I hate this!","General_Negative_Feedback"
"I hate you","General_Negative_Feedback"
"I have a complaint","General_Negative_Feedback"
"That didn't help","General_Negative_Feedback"
"You were NO help at all","General_Negative_Feedback"
"Goodbye","Chitchat_Goodbye"
"Bye bye","Chitchat_Goodbye"
"I'm all done here","Chitchat_Goodbye"
"what can I ask you","Chitchat_VA_About"
"what can you do","Chitchat_VA_About"
"what can you help me with","Chitchat_VA_About"
"What's your name?","Chitchat_VA_About"
"Where are you from?","Chitchat_VA_About"
"are you a robot?","Chitchat_VA_About"
"who am I talking to","Chitchat_VA_About"
"who are you","Chitchat_VA_About"
"Need ID","License_or_ID"
"I want a motorcycle license","License_or_ID"
"Need a driver permit","License_or_ID"
"How do I get a driving permit","License_or_ID"
"how do i go get a license","License_or_ID"
"Online issues","Login_Issue"
"online account problem","Login_Issue"
"problem signing onto my account","Login_Issue"
"i'm unable to log in on the website","Login_Issue"
"i need to find out my ID number","Get_ID_Number"
"State license id number","Get_ID_Number"
"need my ID number","Get_ID_Number"
"i need my driver's license ID number","Get_ID_Number"
"Get my license reinstated","License_Reinstatement"
"what's my license status","License_Reinstatement"
"What's the status of my license","License_Reinstatement"
"Get my license back","License_Reinstatement"
"appointment information","Appointment"
"book an appointment","Appointment"
"i need an appointment","Appointment"
"Get an appointment","Appointment"
"Change my appointment","Appointment"
"Cancel my appointment","Appointment"
"i would like to change the address on my license","Change_Contact_Records"
"i have a new phone number","Change_Contact_Records"
"Address change","Change_Contact_Records"
"Didn't get my ID","Item_Not_Received"
"Didn't get my license","Item_Not_Received"
"I didn't receive my ID","Item_Not_Received"
"I didn't receive my license","Item_Not_Received"
"Title never came","Item_Not_Received"
"we did not receive our drivers permit","Item_Not_Received"
"Why is it taking so long to get a title","Item_Not_Received"
"i'm waiting on my plates","Item_Not_Received"
"what is your address","Office_Information"
"what is your phone number","Office_Information"
"what are BMV hours today at location","Office_Information"
"phone number for grandview bmv","Office_Information"
"what is the phone number for the Cleveland office","Office_Information"
"What are the hours","Office_Information"
"Title transfers","Vehicle_Title"
"how do I change a title","Vehicle_Title"
"I lost my title","Vehicle_Title"
"Get a title in my name","Vehicle_Title"
"Add a person to the title","Vehicle_Title"
"replace stolen title","Vehicle_Title"
"Do you take debit cards","Payment_Methods"
"payment options","Payment_Methods"
"What payment types do you accept","Payment_Methods"
"Need to report an accident","Accident_Report"
"I was in an accident","Accident_Report"
